Site_number,time,Echo_Intensity_Counts_cell_1,Echo_Intensity_Counts_cell_2,Echo_Intensity_Counts_cell_3,Echo_Intensity_Counts_cell_4,Echo_Intensity_Counts_cell_5,Echo_Intensity_Counts_cell_6,Echo_Intensity_Counts_cell_7,Echo_Intensity_Counts_cell_8,Echo_Intensity_Counts_cell_9,Echo_Intensity_Counts_cell_10,Echo_Intensity_Counts_cell_11,Echo_Intensity_Counts_cell_12,Echo_Intensity_Counts_cell_13,Echo_Intensity_Counts_cell_14,Echo_Intensity_Counts_cell_15,Echo_Intensity_Counts_cell_16,Echo_Intensity_Counts_cell_17,Echo_Intensity_Counts_cell_18,Echo_Intensity_Counts_cell_19,Echo_Intensity_Counts_cell_20,Echo_Intensity_Counts_cell_21,Echo_Intensity_Counts_cell_22,Echo_Intensity_Counts_cell_23,Echo_Intensity_Counts_cell_24,Echo_Intensity_Counts_cell_25,Echo_Intensity_Counts_cell_26,Echo_Intensity_Counts_cell_27,Echo_Intensity_Counts_cell_28,Echo_Intensity_Counts_cell_29,Echo_Intensity_Counts_cell_30,Echo_Intensity_Counts_cell_31,Echo_Intensity_Counts_cell_32,Echo_Intensity_Counts_cell_33,Echo_Intensity_Counts_cell_34,Echo_Intensity_Counts_cell_35,Echo_Intensity_Counts_cell_36,Echo_Intensity_Counts_cell_37,Echo_Intensity_Counts_cell_38,Echo_Intensity_Counts_cell_39,Echo_Intensity_Counts_cell_40,Echo_Intensity_Counts_cell_41,Echo_Intensity_Counts_cell_42,Echo_Intensity_Counts_cell_43,Echo_Intensity_Counts_cell_44,Echo_Intensity_Counts_cell_45,Echo_Intensity_Counts_cell_46,Echo_Intensity_Counts_cell_47,Echo_Intensity_Counts_cell_48,Echo_Intensity_Counts_cell_49,Echo_Intensity_Counts_cell_50,Echo_Intensity_Counts_cell_51,Echo_Intensity_Counts_cell_52,Echo_Intensity_Counts_cell_53,Echo_Intensity_Counts_cell_54,Echo_Intensity_Counts_cell_55,Echo_Intensity_Counts_cell_56,Echo_Intensity_Counts_cell_57,Echo_Intensity_Counts_cell_58,Echo_Intensity_Counts_cell_59,Echo_Intensity_Counts_cell_60,Echo_Intensity_Counts_cell_61,Echo_Intensity_Counts_cell_62,Echo_Intensity_Counts_cell_63,Echo_Intensity_Counts_cell_64,Echo_Intensity_Counts_cell_65,Echo_Intensity_Counts_cell_66,Echo_Intensity_Counts_cell_67,Echo_Intensity_Counts_cell_68,Echo_Intensity_Counts_cell_69,Echo_Intensity_Counts_cell_70,Echo_Intensity_Counts_cell_71,Echo_Intensity_Counts_cell_72,Echo_Intensity_Counts_cell_73,Echo_Intensity_Counts_cell_74,Echo_Intensity_Counts_cell_75,Echo_Intensity_Counts_cell_76,Echo_Intensity_Counts_cell_77,Echo_Intensity_Counts_cell_78,Echo_Intensity_Counts_cell_79,Echo_Intensity_Counts_cell_80,Echo_Intensity_Counts_cell_81,Echo_Intensity_Counts_cell_82,Echo_Intensity_Counts_cell_83,Echo_Intensity_Counts_cell_84,Echo_Intensity_Counts_cell_85,Echo_Intensity_Counts_cell_86,Echo_Intensity_Counts_cell_87,Echo_Intensity_Counts_cell_88,Echo_Intensity_Counts_cell_89,Echo_Intensity_Counts_cell_90,Echo_Intensity_Counts_cell_91,Echo_Intensity_Counts_cell_92,Echo_Intensity_Counts_cell_93,Echo_Intensity_Counts_cell_94,Echo_Intensity_Counts_cell_95,Echo_Intensity_Counts_cell_96,Echo_Intensity_Counts_cell_97,Echo_Intensity_Counts_cell_98,Echo_Intensity_Counts_cell_99,Echo_Intensity_Counts_cell_100,Echo_Intensity_Counts_cell_101,Echo_Intensity_Counts_cell_102,Echo_Intensity_Counts_cell_103,Echo_Intensity_Counts_cell_104,Echo_Intensity_Counts_cell_105,Echo_Intensity_Counts_cell_106,Echo_Intensity_Counts_cell_107,Echo_Intensity_Counts_cell_108,Echo_Intensity_Counts_cell_109,Echo_Intensity_Counts_cell_110,Echo_Intensity_Counts_cell_111,Echo_Intensity_Counts_cell_112,Echo_Intensity_Counts_cell_113,Echo_Intensity_Counts_cell_114,Echo_Intensity_Counts_cell_115,Echo_Intensity_Counts_cell_116,Echo_Intensity_Counts_cell_117,Echo_Intensity_Counts_cell_118,Echo_Intensity_Counts_cell_119,Echo_Intensity_Counts_cell_120,Echo_Intensity_Counts_cell_121,Echo_Intensity_Counts_cell_122,Echo_Intensity_Counts_cell_123,Echo_Intensity_Counts_cell_124,Echo_Intensity_Counts_cell_125,Echo_Intensity_Counts_cell_126,Echo_Intensity_Counts_cell_127,Echo_Intensity_Counts_cell_128
120001A,24-Feb-2000 05:00:00,192.648281,198.0361652,194.6858658,194.493625,192.2828004,187.7577651,186.8077836,181.6638217,184.0123102,179.2745337,176.5488318,176.6713227,172.848402,169.7861552,169.7742819,169.3830607,168.1732159,165.9056526,164.3816201,161.448521,163.6876836,159.7319152,160.4228128,157.4046458,151.7656847,156.2451118,149.7782585,152.7190061,151.5424997,148.9421676,145.6838909,145.8039569,144.4552618,145.8914123,141.4569797,144.435368,143.8616895,139.7281784,141.610748,140.9020936,137.5994507,137.8643908,137.158939,137.1850905,133.2521165,130.5710892,131.5723718,128.752144,132.6713153,129.8759789,128.8425001,130.0734028,130.5502789,129.7652839,127.4486937,127.0516841,122.5825491,120.4164688,123.4707584,121.3279768,123.0519102,121.0510984,118.1887833,118.4135783,118.5112425,115.0239198,116.6754786,113.9777653,118.1535208,115.6858496,114.2089026,112.0320101,110.0234183,112.1914445,111.7744056,111.2030213,110.2159964,107.8782903,109.7445188,110.0230217,108.537023,105.6094208,105.0762102,102.063294,103.6095318,104.1769399,105.3505806,100.4298192,102.9714515,101.8654668,102.5732313,100.6377671,97.8117365,100.8376377,97.06388333,97.7257068,94.73683606,92.83656806,95.9867675,96.21324965,94.08023616,93.00053732,95.00917408,90.80444741,88.77768218,92.83991143,87.41460213,90.20667472,89.14608402,84.15308264,85.98900677,88.86685151,85.61211947,84.18588648,84.94568606,83.66196168,82.91614615,80.79060925,82.00174282,82.210005,81.17494781,78.24851662,81.22111147,78.04577469,77.98875777,78.11615206,77.98244104,75.53720079
120001A,24-Feb-2000 06:00:00,196.0457968,194.027782,193.0167507,190.6779159,191.784341,186.3905168,189.4415302,183.9893018,181.3844674,178.9766394,179.5281393,177.518744,171.9604939,172.1746218,170.014596,168.7414027,166.9512289,166.7315183,165.5398497,159.2924816,160.8537115,158.2794013,158.799043,159.1378472,154.2716235,155.5566248,151.9774089,151.2372762,149.3840881,150.3037009,151.5383946,147.425048,148.4373234,145.9611849,145.3253439,145.2037052,143.4090607,144.3206776,139.4626327,136.4446849,137.1839502,139.2658811,135.3529443,137.3309623,134.0853649,137.2104477,133.9155328,132.9211449,130.9596974,127.4549456,127.217402,130.4094528,129.5261201,127.7186048,127.5704618,125.654831,124.5751163,126.8266376,121.0138845,122.9132958,120.4240146,119.4378362,121.9207056,120.3770965,117.0234942,113.9731404,119.1580865,117.2039308,116.9660548,116.6919516,115.4259064,112.3949137,112.6367452,113.4324821,109.8900452,111.5032975,110.1138951,111.1387045,108.8545219,108.8605823,107.2288452,104.5728798,104.9781096,106.1662124,105.7114446,101.5335997,101.7948997,99.70885125,100.558944,100.7878954,100.8030171,99.80323047,98.13186777,96.56616476,97.20957033,99.0360242,99.19851437,98.12217111,93.66283615,93.00163088,96.82529982,93.14584463,94.27618958,90.16955168,89.4523136,88.53196941,88.86101403,90.66500431,91.36742391,90.85884078,84.2824105,87.24830989,85.55202238,84.39554023,87.42790214,84.86327747,85.44699287,82.11192686,79.05451194,80.64690004,81.73361569,81.44010994,76.86481222,77.24686058,79.60289451,77.30123781,76.30215861,75.66321024
120001A,24-Feb-2000 07:00:00,194.8166461,197.7134505,195.5463531,194.7338109,192.4335722,187.1963634,186.8089238,182.9658944,183.5106744,181.5672231,176.7607114,175.5538315,174.5963237,169.4668773,170.5160945,169.2622558,167.6923978,166.8119355,163.0517137,161.3534651,159.423221,157.6568581,160.7949896,154.1084281,156.0994915,154.4693733,154.852643,154.1622467,152.2815537,150.0324894,149.1500349,149.4481369,148.3905783,145.6036867,142.8263392,141.4767636,139.2775887,141.2628886,141.3788187,141.1902985,140.94024,135.4487616,136.8269823,134.1414337,138.2908838,134.7035821,133.6467309,133.1198664,133.8452187,130.4369945,131.3438691,129.0511409,129.6908568,125.4826701,128.8002554,125.0960563,125.0027759,123.6026889,125.1636377,124.3940783,122.416949,119.1013484,121.8574503,120.2050828,117.3018657,119.7226124,116.5289126,115.3406517,115.7837582,117.0887806,115.3694674,114.3767195,113.51884,109.9922974,114.3077344,107.3164732,112.3301726,107.5192226,107.3175079,106.1397734,105.4947211,103.3746835,106.8743904,104.6497825,106.9279321,102.4653876,102.5524382,105.5237412,102.2543684,101.4105831,101.3269768,100.3798222,100.1695691,98.12467903,94.37159513,95.19350004,95.46507441,95.77073297,94.45387956,95.40472773,93.17347402,93.14488131,88.77341967,91.44106154,91.87250723,89.00404582,88.29870058,85.68721234,90.51482122,89.41398263,86.74460114,83.78821176,87.61485559,81.57699392,83.39726477,80.24019903,82.52430386,83.30538842,84.06964639,81.85064949,82.89830405,79.36034057,79.8530006,80.52911096,77.66811694,75.6381789,78.60335737,77.62605033
120001A,24-Feb-2000 08:00:00,196.2124642,198.6823509,194.2028499,194.7344503,192.0409094,192.7597189,190.2548791,186.0366173,181.4621651,180.9211453,178.8222233,176.1860226,176.9840226,173.2047457,168.000234,170.1257928,167.4881219,166.2074503,164.6535284,162.8219955,162.7016164,160.2040125,159.2482597,156.8442243,155.2384264,154.3527921,155.2228678,151.9547415,149.1141081,150.1268805,148.4510976,148.4650314,147.9368001,145.0604816,146.6582901,143.092657,145.668494,143.6624102,142.8031696,140.7485926,139.735157,137.7775714,137.797038,136.7992738,132.4379805,131.774581,130.4157019,132.0197586,134.0645323,129.0329284,130.0360756,126.951313,128.2503107,128.7167183,128.9960811,126.6850446,124.8993774,123.229583,126.0145607,120.7572557,122.3516056,119.4325703,121.1309837,121.5640941,116.6969379,118.2781092,118.1998397,118.9239841,118.1442663,115.4536167,113.9565551,111.9426148,111.5561419,112.7443399,109.0878671,109.6678988,112.3357023,107.5953644,109.0400306,106.8533729,106.2394321,105.9298525,106.5305726,106.6456683,104.9421714,102.7573337,101.8921387,105.4841626,99.2525113,99.18183827,96.82220321,98.66118793,97.80837927,96.85290081,98.54961966,94.42187162,95.58782301,95.6803026,94.73454168,95.10422345,92.42502934,93.46312174,88.92126764,91.43107018,90.67272687,92.14911041,91.87051416,90.38064815,91.62959174,86.34772405,89.24961227,88.32383045,84.08427765,83.7427712,87.10960625,81.90104205,85.47895798,82.46093689,79.66209679,81.2538944,82.78522352,80.47455178,80.75689148,78.57554703,78.37782331,76.49488172,77.97629621,76.02550688
120001A,24-Feb-2000 09:00:00,196.1172414,197.8631481,196.7500191,194.8287782,194.0924279,191.9308938,189.1718382,185.3128173,185.5453092,182.9661109,179.2443696,177.987407,171.0286035,171.6428241,172.4938229,170.1823527,167.5269775,165.643083,161.6100737,163.4988883,161.6643001,163.1138889,159.0308567,157.8515411,156.4342281,154.6388748,153.032512,149.9039023,150.9691481,150.0528488,145.7802395,149.0696927,146.4943939,144.1929299,144.0377753,144.6754129,144.3717204,138.5081876,141.1989875,141.4617267,140.5101341,135.4498733,137.2539217,134.4929558,137.0608708,132.8832477,133.6885218,132.581411,132.3263323,131.9881545,127.1836627,128.7240757,125.2510003,128.9899274,125.9440197,126.4616429,126.3885022,122.9019486,122.0393211,124.3507854,122.5663862,121.0637814,122.1250484,118.0448138,120.9423445,120.1941632,119.6778733,116.5130773,116.3980012,114.8447974,111.8622896,111.1039064,112.2091307,113.492546,109.2014311,109.9028506,111.8376098,110.9109321,109.6085623,108.9516185,103.4047923,109.8189265,106.8270613,103.4467804,103.9024248,106.2337095,102.8237029,101.4267825,101.4035295,101.4745981,100.8358086,99.81118924,101.3038054,96.75468376,97.18665756,97.84226772,95.21685456,97.33049432,92.4404293,95.24477097,94.07930663,91.17393009,92.35658193,92.99958528,90.4245284,89.76888569,88.51879073,89.98934707,86.9700301,86.6979909,87.71717592,84.4070872,86.00203555,86.67736138,83.42597858,85.9188728,82.39586684,80.48214304,82.89700458,84.568406,82.51399581,80.18758613,79.56441357,79.12582728,76.94362828,75.46943052,78.8792317,77.62122581
120001A,24-Feb-2000 10:00:00,197.1654939,198.4560186,199.4116531,199.2881821,193.8840411,193.7461827,187.6953299,185.6437256,182.7090164,179.7133565,177.6242038,175.1038693,175.4270648,173.0051887,171.0772807,168.5758299,164.8679319,168.8142645,168.1092324,164.7853172,161.467357,160.8032756,161.2713976,155.2118291,156.0840341,153.34803,155.3043132,152.7916808,149.093073,149.2670275,148.8795219,147.9091383,147.7580657,145.6680502,145.8147143,146.3942358,144.4116584,140.6265395,144.499833,142.5301098,141.2185107,135.9219568,135.1566082,134.9293716,138.0484943,136.3052535,133.7725129,131.0039653,130.9443534,132.2766255,130.4924099,130.6487489,131.5126285,127.626791,127.1192815,126.3254088,123.3814906,124.1454754,120.3789951,123.4763279,118.7378318,122.5534783,120.6424774,120.885377,121.8612774,117.3214895,118.0134852,115.7218414,117.818255,112.5628141,113.5533785,112.3746038,113.5785436,112.7815551,111.2193292,110.7177563,109.8015035,110.1092455,108.4792869,106.3578734,108.1069064,107.9942907,103.3994712,104.1555667,107.8514102,104.8747632,103.7799795,103.3495951,102.774658,99.69637223,98.04883826,97.88137464,100.5194406,99.89457549,95.86778925,95.95029203,96.60501362,97.05923817,95.47072338,92.02432765,96.35052271,94.85337169,90.03994069,91.79702907,91.70528536,90.99797649,88.56350488,87.8405916,87.54994121,86.91732706,86.4061761,87.96092561,84.71253905,85.29629438,82.42794621,84.7790076,83.18556071,82.47295336,83.62608087,83.46837636,77.02187305,81.41662225,77.96224997,80.70494774,75.83051268,77.6287391,78.51994779,76.47758228
120001A,24-Feb-2000 11:00:00,198.584495,197.3504258,197.9425309,195.7721023,191.8477359,187.3365878,187.7435858,185.6109132,183.3651695,179.4005156,179.546358,175.0400541,175.2160244,174.7677298,169.0722216,169.5845,165.1095159,165.2555662,165.7678879,166.2657585,159.6727382,160.6662435,161.3732457,157.0762953,159.0040037,154.0770015,156.1816833,152.4172935,152.7516517,149.8142187,151.595832,148.278595,146.8875189,149.4692501,144.4569524,144.6337684,140.9565756,142.2391595,144.1105762,139.0335587,137.9669076,138.0305876,136.4888294,136.9097264,139.1095719,137.1449812,135.8628181,132.5745267,133.2679118,131.8210906,129.8491517,131.6335563,127.0918442,128.2519301,129.2491929,126.6791009,125.1559284,124.4144286,126.4452003,124.4669116,122.1224527,122.5467756,120.8814441,120.3425345,119.3054621,117.6647179,115.9115665,119.7806376,116.2000383,116.331579,113.6364569,115.1728385,112.4853485,110.2230515,110.1963862,111.3454854,111.2447464,111.1161947,107.9919925,108.9978071,106.0896092,108.749599,106.088188,103.2611379,107.1850779,104.6098206,105.4233504,105.2259498,101.2966861,103.2498419,101.444582,97.61252607,100.8811136,96.11803409,100.261705,97.18089087,97.61215564,93.84118579,96.23965223,92.68374676,94.89519022,93.97688396,94.44275211,92.77208193,92.9632,86.96204483,88.2013967,89.65399937,91.23718921,89.43704209,87.15867409,86.35431841,86.21027579,83.93962586,86.25782306,84.40632964,82.87646376,84.44856597,80.9003666,82.24419659,79.50637804,80.9056999,77.42286008,81.62661013,76.27105556,77.69719914,77.09479232,76.57785144
120001A,24-Feb-2000 12:00:00,196.5376248,198.0873824,196.3096606,197.7798064,193.9241302,193.7734256,187.0588117,187.6142338,184.1525274,183.4619183,179.3665419,174.9970289,174.7379359,174.500688,174.129617,172.6589237,169.8727324,163.9713899,164.9676958,165.2508155,162.9972961,161.1738478,160.128454,158.3122869,157.9074371,157.4048994,157.1639758,154.5171987,152.7783139,152.2745654,150.877333,147.7483627,149.613218,146.4888629,146.077385,142.9732782,145.0780302,141.9088562,139.9842407,140.8746848,136.8882047,139.0533616,137.2235224,138.1086092,136.8346089,133.8994639,136.2459815,134.5710787,135.2198485,130.3834258,129.1289456,132.8781243,128.8926059,129.836723,128.8841729,128.8676665,126.8737796,125.3933281,123.6962232,124.5186261,122.6376793,120.7334045,124.1237219,122.5260748,120.1540286,120.8258766,120.7534839,117.8548087,118.3722995,116.1201031,116.9966991,113.587499,115.8500112,115.1155266,113.7530552,109.2221244,107.7031267,109.6728046,110.2281031,107.6142759,109.6000202,107.3456226,108.547948,103.6173089,106.7092104,103.5876456,101.2463308,102.7052292,101.4763053,101.6419213,101.2737054,100.2200297,99.04793962,98.1719993,96.61590141,93.97220666,97.42210397,95.47724871,94.50680134,96.47387419,92.44314719,95.95528722,93.14349207,91.58948784,91.92090165,87.09326709,92.93863638,91.87749315,89.44323801,88.55698681,88.37825539,86.2566793,84.61414778,85.82246083,82.96270513,85.56048275,83.71994946,81.49024383,81.60013055,81.82920631,80.96718862,81.02764288,79.55724847,79.42075029,78.93988127,79.60348415,78.93472418,76.83973708
120001A,24-Feb-2000 13:00:00,195.8908359,200.9406388,197.4397806,194.6133087,193.5389934,192.6297252,189.7777919,187.7088934,185.0301066,182.9847191,181.1178191,174.7875395,175.3840087,174.8962596,171.817911,168.0716287,170.1271862,169.7686695,166.7913806,164.2622869,161.6961136,161.1730537,161.847431,159.4863923,157.5588479,155.6550682,153.75619,154.7000931,154.1911173,152.2440154,149.8155814,149.571339,146.7705766,149.1171549,146.3936951,144.4747865,141.401971,143.5219297,143.5430206,143.7748582,140.0828856,138.697304,135.4352027,135.2166543,135.2309686,134.8994548,134.7781549,135.4049826,135.414102,130.389132,133.2077111,128.2334202,131.9033758,126.614017,127.2403094,127.2626588,124.4679509,123.7052469,127.6183141,121.3855433,122.5829819,122.5642938,123.1925345,120.8792542,121.9607727,118.2797207,118.0851418,116.3586252,118.5327774,118.3799143,115.9182398,116.1437854,114.7247759,111.0190706,113.0572828,113.2234316,107.5970462,111.7722529,108.6909279,108.152424,109.3657185,108.2068469,104.6054123,106.1572446,101.5063853,102.3581247,101.1470913,102.6211779,102.0981023,100.5459489,101.9668468,98.43766485,96.97720811,100.0504601,97.63225156,95.23670468,97.35827233,96.12791096,98.0869038,94.17701171,93.79092874,93.27048226,92.86689514,92.85599836,87.64596387,89.80014705,90.69969664,88.05987267,90.22350002,89.33272598,88.96238145,87.63219963,84.46240215,84.99693569,86.59777896,83.79878941,83.17189582,84.32959595,81.32392671,82.8224341,81.1344599,82.24639345,80.78787146,80.38276744,80.39014393,78.96964684,76.38100475,75.97416287
120001A,24-Feb-2000 14:00:00,200.4139974,200.4356749,199.2505899,198.7544648,194.2913077,193.6927922,192.2097367,187.3831379,183.8809695,185.6859685,180.9698654,177.4952701,177.9744311,176.7728671,174.1613742,172.8251848,169.308702,167.9545786,164.9903215,167.695255,166.4463863,162.2580641,159.8074184,160.3780713,156.0386343,158.2861683,152.2252003,154.0653581,155.3584837,148.557322,149.1097406,146.1828672,150.2386312,148.6443175,146.1946666,143.8661348,145.1730335,146.6794452,143.0289968,141.9666494,141.1456134,136.2552068,139.2981157,140.0644301,135.5818117,136.7731936,134.9594123,136.0297534,132.1022816,133.0887868,130.5807012,129.6354126,128.7321508,132.1122067,131.5079279,125.1209926,126.1379946,127.2845719,126.1096929,122.0657373,125.4797098,124.2756365,117.9523424,122.6481965,118.8881875,120.945042,116.8706582,118.9343433,116.0598455,113.6961146,113.1179286,114.4302042,116.9314504,115.8672915,109.1476155,113.3820151,108.443954,112.6881059,109.0857075,110.6674887,108.7509014,105.2992145,105.7014033,105.4490375,102.9444076,104.6210229,102.3297564,101.4676995,103.1407294,101.8861331,101.4888565,96.41219906,99.24273728,95.68772155,99.1227891,97.58422011,97.02261413,96.90206695,94.4423317,94.87022341,91.21501651,96.1388578,92.59277087,90.7729831,89.27157806,91.89568063,88.53420553,91.38125671,87.43171112,89.47338948,88.59963655,87.87937241,83.13984936,86.57106238,85.88650527,82.40251908,83.89054273,85.34982871,81.17170532,81.69596333,77.70012729,79.56922224,78.56044948,78.21847459,81.08858487,76.06625232,77.14411367,76.73823451
120001A,24-Feb-2000 15:00:00,197.4354471,199.6890166,197.5583979,201.0535523,198.8122905,193.2473602,191.8284479,187.999029,187.2675801,183.508247,180.1730873,176.5841135,176.603779,176.3194067,176.5740381,172.0552893,167.6245309,166.2986279,166.451202,167.4258518,163.3736501,162.1486539,162.4905233,158.138448,159.1579046,156.8104579,152.7774857,155.0447052,153.7515443,152.2489841,148.6360319,152.6004696,149.2368685,146.876025,147.1629809,145.892699,145.0508257,141.7423745,141.2737069,142.2582244,143.9716874,141.1048779,139.8889835,137.1704285,136.9443888,136.1407099,136.7109199,132.4035701,136.1076003,132.4878985,133.2840171,131.7073035,131.7317257,131.6133275,129.3274501,129.8423151,127.2554257,125.8437834,123.0652934,122.1235586,124.7180376,122.5158323,124.0155939,122.6091559,121.9012725,116.9598015,119.889009,115.2752287,119.2948061,115.734656,113.4939096,115.6624953,116.0695623,115.9223929,111.4183797,109.9497086,113.8791244,107.865097,107.4214186,106.4314918,109.5935861,108.9618745,108.8052683,105.9033038,108.256675,107.0849961,104.3849698,104.3467698,104.9872704,103.2910439,100.0708769,96.70852796,97.56111668,95.20340109,100.698872,97.31253792,95.02410061,98.07116152,96.6334149,93.16775382,96.09957261,91.19792909,91.56629982,90.62248908,89.78321171,90.79563029,90.59335221,86.34216887,88.50515396,86.88440135,86.78194956,87.47898557,84.15299952,87.44457601,84.38641732,84.16909624,84.4019653,85.30731915,78.77777774,80.86663921,81.20385463,79.6982831,80.17225751,81.36081093,78.91951867,80.00536567,79.57562453,77.34965024
120001A,24-Feb-2000 16:00:00,200.727765,199.5525312,198.872665,195.8850209,195.2519013,193.2641744,190.9673718,188.6032995,186.3262113,180.7204568,182.7132499,180.6680325,177.6502249,175.7623984,173.572155,169.9392257,168.4840515,166.8730107,165.4326557,165.8084126,160.7418922,164.9107141,162.3951876,158.861632,158.0305135,159.175928,156.8046851,154.5350212,154.4259248,153.438011,151.9613089,150.3419029,146.2818156,149.1016906,148.0073478,149.1196347,145.1970823,144.6716244,144.2523,144.2744127,140.5204707,138.7672337,139.0800948,139.0854264,139.2299709,134.8083974,135.2667197,133.9322601,134.5766671,135.8102044,128.8350356,128.3053902,128.2136218,128.4937936,128.0846875,129.4975238,125.2171587,125.5063011,125.7394656,124.4594875,124.9685791,122.542647,121.8311367,121.4891185,122.6273452,121.3352239,119.006127,115.5096762,118.6083079,115.0693833,117.5670878,113.9104764,115.2925347,115.0168673,111.507743,108.5052942,112.6872933,108.6534946,112.2293023,107.9005872,106.8935863,109.8647855,107.2909965,104.0774811,105.4241097,105.2841634,103.2694689,102.7521395,102.8483793,102.8018015,101.2482926,101.2669689,99.30918357,101.1308657,99.30606658,99.33032966,97.41293185,95.31909938,97.81160351,94.50782719,95.50574176,91.2630569,89.19363485,93.39102455,92.28878319,88.30275604,88.74667338,90.47050257,90.84383459,90.34458265,86.03499771,82.6901493,86.32607078,83.41114832,86.93725082,85.598442,86.68973117,83.65940226,81.56532085,80.10543398,80.63105919,81.70318348,80.53080141,77.48338175,77.22356664,76.72856836,79.03498418,74.33013852
120001A,24-Feb-2000 17:00:00,200.0742649,200.0577764,201.4583225,197.695458,197.2473774,195.6745909,193.2555136,187.4821605,185.3333926,185.2327145,180.6908448,179.7278498,176.8164583,177.8380551,173.3044517,171.5745475,168.4419924,170.7978843,164.8661031,167.1453326,165.0928718,161.9419311,162.3537549,162.9459665,160.6715698,157.4231454,159.4369523,157.6596809,152.8866896,156.2168473,153.5972151,149.8475878,148.5642685,148.8565581,150.0782245,146.1850474,145.1678721,144.7402504,144.1144847,145.1109428,144.1020213,139.256493,137.7780792,138.9968679,139.8871753,135.4267072,136.4525384,135.0179535,131.5229201,133.6604616,131.0694014,130.7978236,129.7237523,129.815701,130.0759227,130.102177,126.9765944,127.7935979,123.6825491,124.2817269,123.9004043,124.0279956,121.4879717,123.8366714,121.9182918,119.2980822,120.7391577,117.9017591,118.7691865,114.2184599,118.343679,114.3006738,115.1579793,113.6077056,111.5592588,109.0584435,107.5190517,113.6853065,110.0674832,107.2161693,107.8899796,110.2824157,106.6013996,108.2966474,106.4501474,105.0625324,101.1164628,104.3469008,102.601163,102.8687744,101.5102181,96.78671313,101.0284524,100.9273633,95.77634176,97.87620628,94.82096147,96.22796122,97.09075789,96.29755498,93.04637497,95.79867096,89.01406054,93.03171687,92.9199517,89.76630247,92.05036228,91.10120777,88.34546443,90.49849583,86.94033211,87.03026456,84.56271657,84.04774845,82.28766009,81.98935695,84.2820402,82.55201593,83.07371602,78.77110287,82.79493014,78.36280778,80.72725293,79.18632148,78.90308775,76.42297919,76.7146344,74.28416077
120001A,24-Feb-2000 18:00:00,200.8462446,201.346915,202.2991399,201.4905206,195.4469601,195.7525948,192.4444405,187.1608412,186.9613586,184.4192026,182.2356843,179.6546419,175.4487371,175.1416284,173.4604314,171.2316593,170.6452056,170.0625661,164.0740279,167.2423463,165.8622242,161.7459134,162.9226537,159.1206933,161.9408874,159.009892,158.0679125,155.400602,153.3962721,155.0384558,152.3906451,149.3113787,151.5939376,146.7867517,147.5246459,146.8244545,146.5115409,142.3334092,146.2419797,144.7741607,142.482726,137.2931847,139.1315996,138.2174573,135.7109114,136.6469931,136.2831709,134.744772,136.3749996,133.0109857,133.4878325,132.7314683,132.0589845,130.4614673,129.4766505,129.6764045,126.4936664,127.1554128,125.7325079,124.9062722,124.4660189,121.3956849,121.3144496,121.6549783,123.1021458,117.8372125,118.5969649,118.0191061,117.4537209,116.8311616,115.5383407,113.340632,116.4299705,113.2111866,111.3500727,112.0557562,112.3436545,111.9027218,110.2975354,109.8552065,108.3757213,108.5886718,107.5427448,107.7363508,106.2345981,105.0491795,103.4840631,104.7658314,103.9177489,99.93763281,100.3467988,99.0351885,102.9377992,102.222141,97.40176986,93.92314135,97.1815711,98.74476577,94.7408111,95.57046408,92.78901515,94.78905824,93.81587634,94.27501869,92.38373553,91.31154641,92.02523987,88.47740157,89.37460278,86.86500181,88.76384621,87.55508275,84.94521451,82.13840447,85.64795535,80.58763922,83.61422206,84.44767635,84.16499086,81.72691305,77.69791374,81.82981583,76.76248778,77.41725912,77.55384943,77.24772476,76.10247587,74.87073871
